borrower_income,credit_score,naics_code,equipment_type,loan_amount,down_payment,term_months,dealer_state,ltv,prior_defaults,bankruptcy_history,risk_flags,approved,loss_rate
159914.54,745.0,1121,Skid Steer,154525.38,23966.3,52,IL,0.8657,0,0,,1,0.0302
181574.91,695.0,1113,Combine,217601.85,48068.31,47,KS,0.8191,0,0,,1,0.0238
39308.2,650.0,4238,Tractor,162529.82,41561.41,36,IN,0.7964,0,0,low_income,1,0.1221
83700.91,650.0,1113,Loader,270323.97,55989.28,50,MO,0.8284,0,0,,1,0.0595
55725.21,640.0,1113,Tractor,223162.76,113960.26,60,ND,0.662,0,0,low_income;low_credit,1,0.0985
68539.31,625.0,1113,Combine,262803.96,46841.69,56,IA,0.8487,0,0,low_credit,1,0.1339
54703.42,683.0,1152,Harvester,153194.52,7176.78,59,MN,0.9552,0,0,high_ltv;low_down_payment;low_income,0,0.1362
109843.75,609.0,1112,Tractor,186337.99,71293.29,56,MN,0.7233,0,0,low_credit,0,0.0805
128700.07,737.0,1121,Harvester,110923.25,28479.03,43,NE,0.7957,0,0,,1,0.0206
123400.25,633.0,1119,Harvester,251719.73,92186.51,44,KS,0.7319,0,0,low_credit,1,0.05
52971.1,768.0,1119,Tractor,151068.7,33301.16,56,IA,0.8194,0,0,low_income,1,0.0746
105378.7,528.0,1113,Loader,231482.56,80501.54,48,IL,0.742,1,0,low_credit;prior_default,0,0.2247
61984.62,670.0,1151,Sprayer,268027.94,65886.4,43,KS,0.8027,0,0,,1,0.0604
175064.62,734.0,3331,Loader,146628.14,43430.53,47,KS,0.7715,0,0,,1,0.02
38780.73,709.0,1152,Combine,76245.34,13140.42,54,IL,0.853,0,0,low_income,0,0.1064
172061.3,669.0,3331,Skid Steer,240227.95,86815.12,71,IA,0.7345,0,0,,1,0.0363
88060.01,693.0,1121,Planter,129241.08,20709.95,44,KS,0.8619,0,0,,1,0.0279
97550.8,707.0,1121,Baler,91536.56,17712.67,59,WI,0.8379,0,0,,0,0.0304
40915.96,737.0,3331,Loader,151162.44,37010.36,51,KS,0.8033,0,0,low_income,1,0.0864
55350.0,687.0,4238,Planter,218078.28,12475.94,51,IL,0.9459,0,0,low_down_payment;low_income,1,0.1086
110856.19,690.0,1119,Sprayer,88845.56,31314.43,53,IN,0.7394,0,0,,1,0.0195
119007.28,762.0,4238,Skid Steer,193426.19,43438.81,43,NE,0.8166,0,0,,1,0.0222
162196.03,651.0,1111,Planter,246240.9,78885.99,55,IN,0.7574,0,0,,1,0.0424
47813.9,675.0,1111,Baler,72020.19,24381.61,59,IL,0.7471,0,0,low_income,1,0.086
120281.05,790.0,1112,Loader,139823.69,48676.28,73,ND,0.7418,0,0,long_term,1,0.0296
82779.38,608.0,1119,Skid Steer,252561.58,0.0,56,MN,1.0,0,0,high_ltv;low_down_payment;low_credit,0,0.1945
165656.51,647.0,1111,Harvester,261952.68,56040.68,66,MO,0.8238,0,0,,1,0.0648
162825.27,643.0,1152,Loader,196781.16,93433.66,67,WI,0.6781,0,0,,1,0.0438
164209.94,767.0,1121,Skid Steer,55482.85,10346.41,77,NE,0.8428,0,0,long_term,1,0.0444
87863.03,621.0,1151,Skid Steer,174392.53,25971.38,68,WI,0.8704,0,0,low_credit,0,0.1201
94173.41,751.0,1151,Sprayer,131040.04,52887.01,61,MN,0.7125,0,0,,1,0.02
82195.67,737.0,1113,Sprayer,190067.01,83617.06,68,KS,0.6945,0,0,,0,0.0257
142092.23,696.0,1151,Harvester,200766.93,78391.11,37,MN,0.7192,0,0,,1,0.0141
150639.3,691.0,1152,Planter,64576.34,20994.67,58,NE,0.7547,0,0,,1,0.0223
114855.08,749.0,1113,Sprayer,144313.22,50270.25,69,ND,0.7417,0,0,,1,0.0251
92436.47,796.0,4238,Loader,214588.93,46591.78,52,IN,0.8216,0,0,,1,0.0259
75099.46,713.0,1111,Skid Steer,151096.05,16477.5,55,IA,0.9017,0,0,low_down_payment,1,0.0574
30000.0,679.0,1113,Skid Steer,185503.91,80896.5,39,IN,0.6963,0,0,low_income,0,0.08
180497.78,639.0,1111,Baler,171722.08,48776.05,57,MN,0.7788,0,0,low_credit,1,0.0623
35550.2,636.0,1113,Loader,84610.07,22130.41,60,IL,0.7927,0,0,low_income;low_credit,0,0.1767
116129.64,688.0,4238,Planter,54761.57,14620.98,49,NE,0.7893,0,0,,1,0.0228
140365.36,671.0,1112,Skid Steer,88519.7,13432.08,61,ND,0.8683,0,0,,1,0.0483
81197.71,768.0,4238,Tractor,179950.8,35626.0,47,IA,0.8347,0,0,,1,0.0318
102003.12,665.0,1111,Harvester,268187.92,38194.72,42,IA,0.8753,0,0,,1,0.0414
120205.21,751.0,1119,Combine,42785.33,12925.56,60,NE,0.768,0,0,,1,0.0241
198842.84,675.0,1152,Tractor,55928.52,26942.15,69,ND,0.6749,0,0,,1,0.0256
31844.27,584.0,1112,Sprayer,278509.69,30642.32,54,MN,0.9009,0,0,low_down_payment;low_income;low_credit,0,0.2543
59704.95,736.0,1151,Loader,175339.12,26580.33,49,SD,0.8684,0,0,low_income,1,0.0685
105582.66,656.0,1119,Loader,76959.43,8592.23,48,MO,0.8996,0,0,,0,0.0566
97155.26,685.0,1112,Planter,93614.07,13093.18,59,IN,0.8773,1,0,prior_default,1,0.1096
157939.32,690.0,4238,Baler,56078.15,23067.89,45,WI,0.7085,0,0,,1,0.0154
146975.05,718.0,1113,Planter,208100.82,15283.73,59,WI,0.9316,0,0,low_down_payment,1,0.0464
130391.65,668.0,1151,Loader,207403.22,49571.57,74,IN,0.8071,1,0,long_term;prior_default,1,0.1354
142565.67,599.0,1113,Harvester,198838.55,76208.59,57,SD,0.7229,0,0,low_credit,0,0.0924
93776.74,716.0,3331,Planter,144449.45,12488.22,66,NE,0.9204,0,0,low_down_payment,1,0.0493
111859.55,762.0,1113,Combine,81171.1,18284.58,80,WI,0.8162,0,0,long_term,1,0.0424
69362.68,756.0,1113,Combine,166697.87,84902.8,36,IN,0.6625,0,0,,1,0.02
58681.81,632.0,4238,Skid Steer,217833.83,41682.2,54,MO,0.8394,0,0,low_income;low_credit,1,0.1479
112714.09,715.0,3331,Baler,179971.84,62238.07,68,IA,0.743,0,0,,1,0.0248
147699.65,693.0,1119,Planter,232743.16,53297.51,56,SD,0.8137,0,0,,1,0.0267
149669.18,665.0,1112,Combine,36675.9,15710.74,65,SD,0.7001,0,0,,1,0.0316
30000.0,586.0,1112,Combine,167412.73,18134.36,49,NE,0.9023,0,0,low_down_payment;low_income;low_credit,0,0.2531
79088.78,573.0,1151,Sprayer,309394.4,9785.81,43,KS,0.9693,0,0,high_ltv;low_down_payment;low_credit,0,0.2216
178750.63,681.0,1112,Tractor,224527.8,48917.9,71,KS,0.8211,0,0,,1,0.04
65167.83,694.0,1112,Baler,304669.72,8313.6,37,KS,0.9734,0,0,high_ltv;low_down_payment,1,0.0783
97437.05,681.0,1151,Tractor,71965.11,23394.42,77,ND,0.7547,0,0,long_term,1,0.0386
49280.92,810.0,1112,Harvester,166082.95,57715.4,45,MO,0.7421,0,0,low_income,1,0.0556
93844.22,706.0,4238,Combine,111072.48,28883.99,74,NE,0.7936,0,0,long_term,0,0.036
114627.21,747.0,1152,Sprayer,142630.13,31952.65,36,NE,0.817,0,0,,0,0.0199
118854.83,670.0,1151,Harvester,118814.92,37905.9,62,NE,0.7581,0,0,,1,0.0342
110627.95,668.0,1121,Baler,210748.18,51103.82,71,NE,0.8048,0,0,,1,0.0471
84830.86,722.0,1152,Sprayer,153676.9,9457.33,62,WI,0.942,1,0,low_down_payment;prior_default,1,0.1452
86708.36,658.0,1111,Skid Steer,142874.39,8725.5,63,NE,0.9424,0,0,low_down_payment,1,0.0897
32217.13,679.0,1111,Baler,95021.91,31913.6,52,IA,0.7486,1,0,low_income;prior_default,1,0.185
72186.77,736.0,1121,Sprayer,208836.34,28993.64,49,ND,0.8781,0,0,,1,0.0478
116971.14,748.0,4238,Combine,253537.08,78049.53,48,IN,0.7646,0,0,,1,0.0198
35159.44,663.0,3331,Skid Steer,123720.27,40222.46,57,NE,0.7547,0,0,low_income,1,0.1235
171971.19,649.0,1151,Tractor,297224.7,3944.62,75,IA,0.9869,0,0,high_ltv;low_down_payment;long_term,1,0.1375
139500.83,662.0,1111,Tractor,317803.58,28684.37,49,IA,0.9172,0,0,low_down_payment,1,0.0607
81950.39,690.0,1111,Planter,276096.42,60071.45,42,WI,0.8213,0,0,,1,0.0277
43827.27,658.0,1152,Loader,275428.66,59290.24,46,ND,0.8229,0,0,low_income,0,0.1203
62128.38,659.0,1111,Planter,39967.14,14536.89,71,ND,0.7333,0,0,,0,0.081
150979.59,717.0,1113,Sprayer,260540.62,48472.75,77,KS,0.8431,0,0,long_term,1,0.0445
92653.67,717.0,1119,Combine,197823.79,75965.0,47,NE,0.7225,0,0,,1,0.0167
101034.12,686.0,3331,Baler,238033.5,27259.43,63,MO,0.8972,1,0,prior_default,0,0.1192
125199.31,697.0,3331,Harvester,179777.99,62717.38,42,MO,0.7414,0,0,,1,0.0166
91758.92,634.0,1112,Combine,114519.79,19974.66,60,SD,0.8515,0,0,low_credit,0,0.0864
119392.49,656.0,1113,Loader,271412.06,77438.12,61,WI,0.778,0,0,,1,0.0454
120015.69,572.0,1112,Baler,204212.57,20654.11,60,MO,0.9081,0,0,low_down_payment;low_credit,1,0.1937
100492.29,606.0,3331,Loader,65469.33,25222.24,58,IA,0.7219,0,0,low_credit,1,0.0851
37442.8,639.0,1151,Combine,51552.02,9640.24,59,KS,0.8425,0,0,low_income;low_credit,0,0.1851
101203.15,671.0,1119,Combine,106599.23,53180.34,60,MN,0.6672,0,0,,1,0.0238
97882.82,692.0,1152,Planter,135260.72,13495.34,51,NE,0.9093,0,0,low_down_payment,1,0.0384
131123.11,708.0,1113,Harvester,245949.58,99755.9,51,WI,0.7114,0,0,,1,0.0171
97850.58,570.0,3331,Loader,253349.67,34931.21,36,IA,0.8788,0,0,low_credit,0,0.1525
31323.54,753.0,4238,Skid Steer,226188.54,60384.61,51,WI,0.7893,0,0,low_income,1,0.0999
96030.78,691.0,1151,Baler,249331.47,62937.72,73,KS,0.7985,0,0,long_term,1,0.0361
81075.96,801.0,3331,Planter,80184.28,31852.56,65,IL,0.7157,0,0,,1,0.0274
76013.64,686.0,1151,Combine,221839.98,0.0,66,SD,1.0,0,0,high_ltv;low_down_payment,0,0.0996
98113.21,825.0,1111,Skid Steer,169465.88,53277.85,60,NE,0.7608,0,0,,1,0.0235
192842.9,830.0,1151,Sprayer,37412.78,10638.27,52,MN,0.7786,0,0,,1,0.0222
118204.89,688.0,1152,Sprayer,84638.22,21030.99,64,WI,0.801,0,0,,1,0.03
149104.52,698.0,1112,Harvester,46011.12,5960.16,37,WI,0.8853,0,0,,0,0.0259
138695.8,667.0,1119,Harvester,48662.64,24054.27,77,IA,0.6692,0,0,long_term,1,0.0362
185883.19,710.0,1112,Tractor,99707.33,29287.86,61,KS,0.773,0,0,,1,0.0249
60422.19,697.0,1112,Planter,147862.5,41539.93,47,ND,0.7807,0,0,,1,0.0451
130078.33,649.0,1151,Tractor,135100.2,14539.98,64,KS,0.9028,0,0,low_down_payment,0,0.085
118464.74,732.0,1121,Skid Steer,259950.96,78368.05,55,MO,0.7684,0,0,,1,0.0224
137782.02,726.0,3331,Harvester,283954.04,32924.5,52,KS,0.8961,0,0,,1,0.0336
38222.84,644.0,1112,Tractor,168744.61,50388.55,84,NE,0.7701,0,0,low_income;long_term,0,0.1793
83670.9,687.0,4238,Combine,233928.54,36316.31,65,ND,0.8656,0,0,,1,0.0455
68841.63,714.0,1119,Baler,256530.92,52923.76,46,MN,0.829,0,0,,1,0.0423
119799.65,635.0,1113,Combine,212665.54,24310.33,79,IA,0.8974,0,0,low_credit;long_term,1,0.1267
40983.12,615.0,1119,Baler,56095.76,17556.76,67,WI,0.7616,0,0,low_income;low_credit,0,0.1869
90930.8,718.0,4238,Sprayer,122305.97,15745.43,48,MN,0.8859,0,0,,1,0.0305
110250.58,772.0,1152,Loader,252093.74,51884.58,58,MN,0.8293,0,0,,1,0.0291
143133.84,643.0,1151,Sprayer,202379.43,78271.47,59,IA,0.7211,0,0,,1,0.0453
74972.99,820.0,3331,Tractor,261249.91,59533.17,62,KS,0.8144,0,0,,1,0.0432
117038.14,671.0,1151,Harvester,48140.99,7464.66,42,ND,0.8658,0,0,,1,0.0362
138523.12,655.0,1152,Baler,219581.14,29933.99,72,MN,0.88,0,0,,1,0.0739
46635.18,723.0,4238,Combine,242897.54,59150.18,60,MO,0.8042,0,0,low_income,1,0.0853
38196.57,656.0,1111,Skid Steer,174688.61,29933.11,71,WI,0.8537,1,0,low_income;prior_default,0,0.2378
63731.81,670.0,1111,Harvester,208383.67,76177.73,72,IA,0.7323,0,0,,0,0.0675
83916.23,630.0,1111,Sprayer,237970.2,87201.18,43,ND,0.7318,0,0,low_credit,1,0.0591
137445.22,827.0,1151,Loader,239319.37,69032.77,54,IN,0.7761,0,0,,1,0.0227
115650.18,626.0,1119,Skid Steer,263703.14,24584.42,66,MN,0.9147,0,0,low_down_payment;low_credit,0,0.1288
175769.91,758.0,1111,Planter,330813.74,14844.22,79,SD,0.9571,0,0,high_ltv;low_down_payment;long_term,1,0.0789
138552.36,727.0,4238,Planter,175046.57,43512.45,58,IN,0.8009,0,0,,1,0.0263
50224.65,760.0,1113,Combine,263088.44,80018.55,48,MN,0.7668,0,0,low_income,1,0.0612
145579.61,640.0,1151,Planter,33303.33,12075.69,52,ND,0.7339,0,0,low_credit,1,0.0501
104402.26,641.0,1113,Harvester,204260.22,44052.49,53,NE,0.8226,0,0,,1,0.0602
32322.03,663.0,1121,Tractor,245419.25,41655.84,49,IN,0.8549,0,0,low_income,1,0.1504
96273.18,609.0,1111,Baler,234778.59,43154.25,38,WI,0.8447,0,0,low_credit,0,0.0923
103247.17,722.0,1151,Sprayer,291789.9,18623.38,40,NE,0.94,0,0,low_down_payment,1,0.0364
59147.39,632.0,1151,Planter,84558.93,6157.8,55,SD,0.9321,0,0,low_down_payment;low_income;low_credit,0,0.1855
57344.66,705.0,1112,Skid Steer,125357.38,34312.37,65,MN,0.7851,0,0,low_income,1,0.0682
110863.67,686.0,4238,Baler,112794.37,13391.76,46,IN,0.8939,0,0,,1,0.0329
112852.7,674.0,3331,Skid Steer,230184.6,101304.16,62,SD,0.6944,0,0,,1,0.0253
141238.2,665.0,1111,Skid Steer,234205.14,26623.9,57,MO,0.8979,0,0,,1,0.0549
188169.47,664.0,1151,Baler,189891.67,51319.67,62,MO,0.7872,0,0,,1,0.0415
148657.11,771.0,1121,Combine,116802.69,8600.37,69,IA,0.9314,0,0,low_down_payment,1,0.0532
138112.73,667.0,1121,Skid Steer,206592.85,50602.26,57,IN,0.8033,0,0,,1,0.0394
158597.67,671.0,4238,Planter,62783.22,14233.13,43,IL,0.8152,0,0,,1,0.0313
52627.04,648.0,1151,Skid Steer,243359.22,51490.69,84,MN,0.8254,0,0,low_income;long_term,0,0.166
69728.31,647.0,1119,Planter,127267.98,70921.81,69,IL,0.6422,0,0,,1,0.0602
46562.31,609.0,1113,Tractor,218593.12,22663.36,36,ND,0.9061,0,0,low_down_payment;low_income;low_credit,0,0.2092
74174.84,781.0,1111,Skid Steer,56304.4,3187.83,54,IA,0.9464,0,0,low_down_payment,1,0.0666
122066.78,727.0,1111,Skid Steer,207473.31,52957.01,76,IA,0.7967,0,0,long_term,1,0.0375
114463.7,632.0,1121,Tractor,194616.35,17868.64,57,NE,0.9159,1,0,low_down_payment;low_credit;prior_default,0,0.2056
30000.0,708.0,1113,Baler,104270.18,38573.43,62,IN,0.73,0,0,low_income,1,0.0976
105781.74,706.0,1121,Skid Steer,267520.76,34245.38,78,KS,0.8865,1,0,long_term;prior_default,0,0.1354
139674.14,666.0,1111,Loader,181600.11,22600.43,44,IL,0.8893,0,0,,1,0.044
180761.24,740.0,1121,Baler,211372.91,30064.48,62,NE,0.8755,0,0,,1,0.0362
119260.37,741.0,1112,Combine,64558.57,15562.55,79,KS,0.8058,0,0,long_term,1,0.0403
145655.78,688.0,1111,Sprayer,260569.01,40519.86,64,MO,0.8654,0,0,,1,0.0375
120381.68,768.0,1112,Planter,250567.46,22167.0,57,SD,0.9187,0,0,low_down_payment,1,0.0432
135262.23,667.0,1121,Tractor,97456.98,31754.61,46,IA,0.7542,0,0,,1,0.0279
121990.25,771.0,3331,Planter,99321.26,5444.67,73,WI,0.948,0,0,low_down_payment;long_term,1,0.065
120007.8,712.0,4238,Loader,93471.9,17943.46,64,IA,0.8389,0,0,,0,0.0328
130277.61,642.0,1152,Harvester,284660.3,47543.41,72,MN,0.8569,0,0,,1,0.0825
45499.76,697.0,1151,Loader,280201.78,38563.0,45,MO,0.879,0,0,low_income,1,0.0912
91248.19,659.0,1151,Tractor,65145.72,22077.96,48,IA,0.7469,0,0,,1,0.0322
130976.89,693.0,1119,Planter,298130.64,39271.41,57,NE,0.8836,0,0,,1,0.0346
111422.8,685.0,1113,Loader,243748.21,31867.51,50,IL,0.8844,0,0,,1,0.0341
137729.28,699.0,1112,Combine,100409.55,29170.64,68,IN,0.7749,0,0,,1,0.0278
82875.1,691.0,1151,Planter,268637.48,72090.45,58,IL,0.7884,0,0,,1,0.0304
185766.58,756.0,1119,Planter,86168.85,7849.58,40,IN,0.9165,0,0,low_down_payment,1,0.0336
84913.48,741.0,3331,Combine,153834.85,47137.67,58,MN,0.7655,0,0,,1,0.0266
45554.2,664.0,1119,Sprayer,182447.03,26551.05,84,KS,0.873,0,0,low_income;long_term,0,0.1745
34437.31,645.0,3331,Loader,90966.04,6458.18,46,IL,0.9337,0,0,low_down_payment;low_income,0,0.1997
108695.19,809.0,1121,Tractor,236311.99,1536.37,69,MO,0.9935,1,0,high_ltv;low_down_payment;prior_default,1,0.1683
198284.49,679.0,1152,Planter,290084.9,42630.54,65,MN,0.8719,0,0,,1,0.0454
99835.93,706.0,1119,Harvester,273226.41,73300.77,56,MO,0.7885,0,0,,1,0.0244
63965.35,566.0,1111,Baler,238126.88,37734.48,64,MO,0.8632,1,0,low_credit;prior_default,0,0.2584
170988.83,719.0,1119,Planter,200501.59,24117.33,75,IL,0.8926,0,0,long_term,1,0.0509
104917.51,556.0,1152,Skid Steer,181643.65,48915.74,65,IA,0.7878,0,0,low_credit,0,0.1721
161993.96,757.0,1111,Tractor,230593.34,65432.79,65,SD,0.779,0,0,,1,0.027
99571.16,698.0,4238,Planter,103271.09,17020.12,57,WI,0.8585,0,0,,1,0.0317
82338.73,722.0,1152,Loader,213922.81,86294.65,67,NE,0.7126,0,0,,1,0.0269
142385.24,719.0,1111,Sprayer,244366.6,90233.67,58,IA,0.7303,0,0,,1,0.0204
151910.1,570.0,1111,Tractor,196817.07,49443.37,36,IA,0.7992,0,0,low_credit,1,0.1274
98625.23,699.0,1121,Sprayer,146726.11,34958.94,55,MN,0.8076,0,0,,1,0.0257
193892.78,682.0,1113,Combine,156453.02,38055.31,70,NE,0.8044,0,0,,1,0.0365
160366.24,753.0,1112,Baler,109581.69,24677.4,59,NE,0.8162,0,0,,1,0.0282
130326.22,688.0,1112,Tractor,216712.73,76250.36,60,KS,0.7397,0,0,,1,0.0226
166518.05,778.0,1112,Harvester,189408.35,15368.7,74,WI,0.9249,0,0,low_down_payment;long_term,1,0.0613
30000.0,748.0,1121,Sprayer,49863.1,13764.53,62,KS,0.7837,0,0,low_income,1,0.1123
61191.83,716.0,1111,Combine,302254.6,30452.3,52,WI,0.9085,0,0,low_down_payment,1,0.0776
143080.0,718.0,1111,Planter,246346.98,99845.57,70,KS,0.7116,0,0,,1,0.0228
217607.4,674.0,4238,Skid Steer,74417.7,15676.82,38,KS,0.826,0,0,,1,0.0282
154362.28,804.0,1151,Sprayer,74733.67,11378.99,49,MN,0.8679,0,0,,1,0.0291
185271.36,669.0,1152,Planter,55125.06,6606.11,62,KS,0.893,0,0,,1,0.0547
74074.32,692.0,1112,Skid Steer,236373.48,27413.64,46,IL,0.8961,0,0,,1,0.0464
155084.17,730.0,1151,Planter,238985.72,60797.94,73,IL,0.7972,0,0,long_term,1,0.036
144624.06,672.0,4238,Planter,203902.41,48474.37,48,SD,0.8079,1,0,prior_default,1,0.0952
105752.85,620.0,1121,Combine,74974.54,35637.33,60,ND,0.6778,0,0,low_credit,1,0.0629
169815.7,713.0,1151,Combine,136029.68,33274.49,69,ND,0.8035,0,0,,1,0.0312
56293.56,787.0,1119,Skid Steer,305372.34,28076.64,51,IL,0.9158,0,0,low_down_payment;low_income,1,0.0943
72898.23,668.0,1113,Baler,85270.23,12249.88,69,IL,0.8744,0,1,bankruptcy,0,0.1952
110709.12,635.0,1111,Skid Steer,259037.39,18814.51,38,IN,0.9323,0,0,low_down_payment;low_credit,1,0.0909
220720.57,650.0,3331,Skid Steer,153580.52,30387.66,63,SD,0.8348,0,0,,1,0.0619
54810.6,728.0,1111,Harvester,258376.33,82487.83,65,IL,0.758,0,0,low_income,1,0.0664
142034.28,692.0,1151,Planter,173161.44,50717.64,71,WI,0.7735,1,0,prior_default,1,0.0883
84736.84,661.0,1152,Skid Steer,61692.98,20144.17,67,ND,0.7539,0,0,,1,0.0476
152367.73,678.0,1113,Tractor,53008.69,13276.5,68,ND,0.7997,0,0,,1,0.0376
93879.58,721.0,1113,Tractor,208869.9,39622.12,53,WI,0.8405,0,0,,0,0.0281
193912.73,680.0,1152,Harvester,170565.27,76677.41,73,NE,0.6899,0,0,long_term,1,0.0294
130341.74,620.0,4238,Skid Steer,153843.02,43477.97,58,WI,0.7797,0,0,low_credit,1,0.0834
127270.86,734.0,1121,Harvester,177084.48,82288.09,67,IN,0.6827,0,0,,1,0.0196
93092.85,691.0,1121,Baler,214409.37,71826.13,64,SD,0.7491,0,0,,1,0.0239
130996.12,733.0,1121,Skid Steer,141793.97,67957.01,46,KS,0.676,0,0,,1,0.0138
180589.69,743.0,1111,Sprayer,234121.61,74086.68,55,SD,0.7596,0,0,,1,0.0217
189822.77,594.0,1111,Tractor,215078.9,85576.84,50,NE,0.7154,0,0,low_credit,0,0.0896
40785.48,599.0,1112,Planter,165911.04,86268.72,45,ND,0.6579,0,0,low_income;low_credit,1,0.1539
185055.33,677.0,1111,Planter,139268.85,61401.6,70,NE,0.694,0,0,,1,0.0272
111155.02,742.0,1113,Harvester,134629.23,36647.39,58,MO,0.786,0,0,,1,0.0249
98534.6,688.0,4238,Skid Steer,131336.84,41493.13,70,IN,0.7599,0,0,,0,0.0281
82345.51,715.0,3331,Planter,315318.14,26031.12,60,IN,0.9237,0,0,low_down_payment,0,0.0554
146023.37,712.0,1152,Combine,107221.5,47399.68,65,KS,0.6934,0,0,,1,0.0198
127515.84,783.0,4238,Combine,131615.14,55017.22,69,IL,0.7052,0,0,,1,0.022
124502.33,684.0,1152,Skid Steer,249012.01,90182.12,82,WI,0.7341,0,0,long_term,1,0.0362
153613.85,723.0,1111,Sprayer,57543.0,5908.05,55,NE,0.9069,0,0,low_down_payment,1,0.0404
172611.54,729.0,1151,Harvester,262761.47,59470.01,57,IL,0.8154,0,0,,1,0.0273
70610.83,646.0,1151,Planter,132486.95,51462.77,48,NE,0.7202,0,0,,1,0.0588
39834.6,648.0,3331,Skid Steer,67316.77,10125.08,70,WI,0.8693,0,0,low_income,0,0.1827
44144.07,772.0,1121,Loader,68685.79,24076.3,66,KS,0.7405,0,0,low_income,1,0.0799
74730.8,693.0,1112,Harvester,70737.73,13810.83,45,NE,0.8367,0,0,,1,0.0369
104374.22,709.0,1111,Skid Steer,158104.23,39393.33,71,WI,0.8005,0,0,,1,0.0318
103993.23,712.0,1112,Sprayer,221033.35,69546.47,49,MN,0.7607,0,0,,1,0.0198
75086.44,686.0,3331,Planter,76270.16,24738.39,47,ND,0.7551,0,0,,1,0.0303
61741.1,667.0,1151,Harvester,196074.82,71574.68,43,SD,0.7326,0,0,,1,0.0514
30000.0,686.0,1111,Loader,86618.26,3304.56,69,IA,0.9633,0,0,high_ltv;low_down_payment;low_income,1,0.1988
142732.78,733.0,1112,Combine,288896.77,57860.15,64,KS,0.8331,0,0,,1,0.0322
61172.44,670.0,1111,Loader,201808.1,84137.3,37,IL,0.7058,0,0,,0,0.0414
106687.71,771.0,1119,Loader,50888.9,5414.82,53,MO,0.9038,1,1,low_down_payment;prior_default;bankruptcy,0,0.2211
101827.26,608.0,1152,Sprayer,100455.87,27254.79,38,KS,0.7866,0,0,low_credit,1,0.0799
204117.08,641.0,1121,Skid Steer,187586.14,23945.87,43,SD,0.8868,0,0,,1,0.0646
73169.06,680.0,1111,Planter,125412.3,19232.25,68,NE,0.867,0,0,,0,0.0679
73992.17,723.0,1151,Loader,75451.12,7812.55,72,SD,0.9062,0,0,low_down_payment,1,0.0742
144809.13,737.0,1151,Loader,60442.85,18353.63,56,IA,0.7671,0,0,,1,0.0226
167448.53,637.0,1119,Harvester,238085.9,63866.9,77,MO,0.7885,0,0,low_credit;long_term,1,0.0904
88387.11,704.0,1119,Sprayer,242481.32,65361.38,55,NE,0.7877,0,0,,1,0.025
76204.08,684.0,1152,Loader,220816.58,70988.63,49,ND,0.7567,0,0,,1,0.0317
163832.28,657.0,1112,Tractor,273218.86,52085.56,41,KS,0.8399,0,0,,1,0.0421
173649.1,632.0,1111,Planter,120268.91,43913.6,71,WI,0.7325,0,0,low_credit,1,0.0715
32734.02,679.0,4238,Skid Steer,221036.06,42636.66,61,IN,0.8383,0,0,low_income,1,0.137
143097.52,712.0,3331,Planter,73561.68,15699.77,71,NE,0.8241,0,0,,1,0.0345
30000.0,699.0,4238,Tractor,144366.27,36808.63,68,SD,0.7968,0,0,low_income,1,0.1225
180657.23,597.0,1152,Sprayer,47232.81,13279.71,81,NE,0.7805,0,0,low_credit;long_term,1,0.1435
126015.88,705.0,1113,Planter,260953.25,37690.85,71,SD,0.8738,0,0,,1,0.0409
125740.78,728.0,1119,Tractor,48072.8,12031.42,78,NE,0.7998,0,0,long_term,1,0.039
76666.13,681.0,1119,Sprayer,101987.87,12254.23,42,IL,0.8927,0,0,,1,0.0476
83308.77,738.0,1152,Skid Steer,100876.34,21931.78,38,MO,0.8214,0,0,,1,0.0251
163517.76,736.0,1119,Sprayer,311295.84,17365.57,84,KS,0.9472,0,0,low_down_payment;long_term,0,0.0745
59350.11,657.0,1112,Skid Steer,154363.71,33786.55,76,IA,0.8204,0,0,low_income;long_term,1,0.132
34234.12,617.0,1113,Tractor,233851.8,48488.17,61,KS,0.8283,0,0,low_income;low_credit,0,0.2096
65388.86,656.0,3331,Harvester,250751.37,76696.73,57,IA,0.7658,0,0,,1,0.0734
165173.99,739.0,1121,Harvester,117433.53,8604.2,43,ND,0.9317,1,0,low_down_payment;prior_default,1,0.1088
134243.62,691.0,4238,Harvester,214344.23,116150.12,57,WI,0.6486,0,0,,1,0.0148
119693.7,694.0,1119,Harvester,237731.07,76838.13,84,MN,0.7557,0,0,long_term,1,0.0365
133075.0,660.0,1113,Skid Steer,254884.8,38572.79,47,MN,0.8686,0,0,,1,0.0476
79203.17,679.0,1112,Planter,63821.25,22699.69,81,ND,0.7376,0,0,long_term,1,0.0512
139049.21,653.0,1113,Skid Steer,220512.76,54838.03,57,IA,0.8008,0,0,,1,0.0488
61971.32,689.0,1113,Skid Steer,236359.8,54233.83,55,IN,0.8134,0,0,,0,0.0547
121778.79,731.0,1121,Planter,175547.27,19622.9,65,WI,0.8995,0,0,,1,0.041
50040.83,617.0,1113,Skid Steer,161220.93,59288.7,55,MO,0.7311,0,0,low_income;low_credit,0,0.1502
58539.49,627.0,1151,Tractor,116613.65,16254.8,72,IN,0.8777,0,0,low_income;low_credit,0,0.1865
70164.48,692.0,1119,Tractor,88478.99,9738.44,46,NE,0.9008,0,0,low_down_payment,1,0.0572
