make,model,year,hours,price,location,condition,serial_number,source,timestamp,listing_id,title,asset_type,auction,sale_date,buying_format,image_url,source_url,auction_type,buy_now,buy_now_text,features
Kubota,M6L111SDS,2022.0,,,"MODESTO, CA, USA",,KBUMJBDRHN1A52913,RitchieBros,2026-01-20 22:53:28.229233,83AFEAEC-DBBF-3781-88C3-9EC9695127C0,2022 Kubota M6L111SDS 4WD Utility Tractor,Utility Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/20937/412/1370007e-91cc-42ed-af36-7b007b3164d4.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Cat,Challenger 75C,1993.0,,,"Yazoo City, MS, USA",,4KK00509,RitchieBros,2026-01-20 22:53:28.229233,CD64DEEF-0B8F-3C63-B426-AF288A56D90E,1993 Cat Challenger 75C Track Tractor,Track Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20771/254/df0e0e75-dbce-4193-837e-21ec311b5c51.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,231,1992.0,,,"Madoc, ON, CAN",,5681A14042,RitchieBros,2026-01-20 22:53:28.229233,51EB5D42-9051-35A9-9E4F-D513E1907913,1992 Massey Ferguson 231 2WD Tractor,2WD Tractor,Canada,2012-12-14 05:00:00,Make Offer,https://cdn.ironpla.net/i/20017/415/4d2918b5-0cb5-47b3-adcc-c384f27fc99c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRPSGF27791,RitchieBros,2026-01-20 22:53:28.229233,9C21D2EF-7F52-3689-BEDB-B15715F60F60,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/200/b88d13cc-0936-4f21-89c7-350662035587.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRESGF27687,RitchieBros,2026-01-20 22:53:28.229233,579BDC90-3A88-372B-8D12-1650C72D6FEE,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/202/6b91d6f4-1ed3-491c-b4d6-0fd8fe6fc738.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRJSGF27843,RitchieBros,2026-01-20 22:53:28.229233,6A4959EF-68F5-34A3-B7BD-508630BD998A,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/197/642c1fe7-3e21-47f1-a2f8-22b835d696ea.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRHSGF27803,RitchieBros,2026-01-20 22:53:28.229233,B94F5979-3A29-3EEC-83BB-D3F48F45A21F,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20624/548/949786df-d96a-45c9-9f03-9959cef35b1e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRVSGF27845,RitchieBros,2026-01-20 22:53:28.229233,1357175B-6D0B-3600-9332-9D0268DDF29C,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/198/8932da0a-dc6c-4eb6-a3e0-12fc219f2fe7.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2024.0,,,"Lebanon, TN, USA",,KBULMDHRJRGJ24095,RitchieBros,2026-01-20 22:53:28.229233,D700E1BA-8D4D-329C-BE74-F21E36259EE4,2024 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/196/55dc773d-ca70-4965-abb3-2f5d2a5ddaf5.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRASGF27796,RitchieBros,2026-01-20 22:53:28.229233,3D4BB3C8-8549-33D2-9FFC-5C76AF17C48D,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/204/09414d31-87f3-4956-86e0-c6e782ad119d.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRKSGF27789,RitchieBros,2026-01-20 22:53:28.229233,7CB81E3E-CE5E-3227-8092-88B2E486F35B,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/199/8cbfe298-9668-49e8-8ea0-559bb205cb54.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLSB-R-1,2024.0,,,"Gallipolis, OH, USA",,KBUC1DHRPRGA93620,RitchieBros,2026-01-20 22:53:28.229233,78794C2E-A4FB-340D-9308-9D83D28FF603,2024 Kubota BX23SLSB-R-1 4WD Utility Tractor,Utility Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/21079/15/7d623d2b-7418-4287-a99d-c3199a0eb8b2.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,B2601HSD-1,2023.0,,,"LIVE OAK, FL, USA",,KBUB6BHRCP1G86585,RitchieBros,2026-01-20 22:53:28.229233,79733087-C41B-37FA-AE52-8FE76ADF0F09,2023 Kubota B2601HSD-1 4WD Utility Tractor,Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/21021/811/eeddd3c5-25e5-49bb-9cd2-bee662b20aad.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2025.0,,,"Lebanon, TN, USA",,KBULMDHRJSGF27809,RitchieBros,2026-01-20 22:53:28.229233,6ED644CB-CF47-3F9E-B941-BDF2790B4B21,2025 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20624/550/5ef09f6b-2d8e-4987-9771-cb68fe1f74ca.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2502HST-R4,2024.0,,,"Lebanon, TN, USA",,KBULMDHRTRGL24678,RitchieBros,2026-01-20 22:53:28.229233,4300D594-73FA-3F00-A03B-4FFBA0FD5A69,2024 Kubota L2502HST-R4 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20633/203/3f327309-39e6-4e89-9c92-8a6451df49aa.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M5-111,2023.0,,,"Moss Point, MS, USA",,KBUM4EDCTN8C66834,RitchieBros,2026-01-20 22:53:28.229233,CF817423-937A-32F7-BCB9-2753779FF369,2023 Kubota M5-111 4WD Utility Tractor (Inoperable),Utility Tractor,Salvage Sale Insurance Sellers,2031-08-11 01:07:00,Sealed Bid,https://cdn.ironpla.net/i/21141/54/9ee8216f-8ae5-405d-b0bf-3100978e3c59.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2096,2096.0,,,"Perth, WA, AUS",,17898350,RitchieBros,2026-01-20 22:53:28.229233,651C2269-F707-3573-8746-B7A797271BF7,Case 2096 4WD Tractor,4WD Tractor,AU DM 8%,2017-11-01 23:57:58,Make Offer,https://cdn.ironpla.net/i/20642/774/f2b74b93-fb60-3c7f-81f6-84b059594ba7.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2022.0,,,"Houston, TX, USA",,19HRS08287,RitchieBros,2026-01-20 22:53:28.229233,1E0FB2AF-B255-30A0-95EE-CD06B0FE4110,2022 Mahindra EMAX20S 4WD Tractor (Unused),4WD Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/525/9e6b407c-0751-4ddd-b397-7fcf1112c360.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2021.0,,,"Houston, TX, USA",,19HRR07512,RitchieBros,2026-01-20 22:53:28.229233,BF9D0726-40E0-3D11-B370-B3FE28213D27,2021 Mahindra EMAX20S 4WD Tractor (Unused),4WD Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/527/94edc9c6-52c7-4084-8de6-0356fea27d6c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2022.0,,,"Houston, TX, USA",,19HRS09796,RitchieBros,2026-01-20 22:53:28.229233,8CE00947-F8A7-3931-B7D2-6306825114F6,2022 Mahindra EMAX20S 4WD Tractor (Unused),4WD Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/520/256f1fcb-a129-4346-8e27-3dee4a6d5632.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,Mx5400HST,2021.0,,,"Rosenberg, TX, USA",,KBUL3BHRVL8K16819,RitchieBros,2026-01-20 22:53:28.229233,CAAA1D1C-C770-33B3-9469-7E15DEB73587,2021 Kubota MX5400HST 4WD Utility Tractor (Inoperable),Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/21106/431/3d1402b0-37c7-4a80-bde1-45b4be65b285.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L4701HST,2022.0,,,"Fort Pierce, FL, USA",,KBUL4CHRKMJK75801,RitchieBros,2026-01-20 22:53:28.229233,CB23EDA1-8498-356D-8F6B-F46729B70979,2022 Kubota L4701HST 4WD Utility Tractor,Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/21085/314/6d7f5d06-1878-43ba-9e24-ea314611472a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
1951,International,1951.0,,,"Conover, NC, USA",,124056,RitchieBros,2026-01-20 22:53:28.229233,EA1D5299-15CA-3FAD-A540-042DA8E40EBE,1951 International McCormick Farmall Cub 2WD Wide Front Antique Tractor,Antique Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/19735/880/df76df51-cb2a-4ecf-8fe3-7ef9866b654b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L3902HST,2024.0,,,"Lake Charles, LA, USA",,KBULMBHRHPJE19227,RitchieBros,2026-01-20 22:53:28.229233,C94F0FDA-D67F-3D5E-9AD1-0B413667BF48,2024 Kubota L3902HST 4WD Utility Tractor (Inoperable),Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/21121/405/7a817327-ad5b-45a1-b882-141192e9e0e9.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Allis Chalmers,C,1950.0,,,"Conover, NC, USA",,31355,RitchieBros,2026-01-20 22:53:28.229233,E41E9978-55C7-3E64-ACC9-28D2F0EF6425,1945 Allis Chalmers C 2WD Narrow Front Antique Tractor,Antique Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/19735/877/c1bdea0a-88dc-4ef0-b01c-50eb4dd355f3.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M7040DTC-1,2012.0,,,"SPENDORA, TX, USA",,86432,RitchieBros,2026-01-20 22:53:28.229233,6476C102-9CAB-3023-BC9E-57731B203D82,2012 Kubota M7040DTC-1 4WD Utility Tractor,Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/21111/296/64859e57-6d8e-4e05-98f3-15ce8520b465.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5045E,2015.0,,,"Moultrie, GA, USA",,1PY5045ECF3112140,RitchieBros,2026-01-20 22:53:28.229233,244E9C46-679E-3B88-A6F9-00C667C2C2E2,2015 John Deere 5045E 2WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/21036/33/d27440d9-e865-477d-9872-3bfae1388810.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX2380TV60,2020.0,,,"JOPLIN, MO, USA",,KBUC1BHRKLGH40093,RitchieBros,2026-01-20 22:53:28.229233,AD85002F-B3B4-37E8-B2B0-ED889AC36831,2020 Kubota BX2380TV60 4WD Utility Tractor,Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/21024/682/031b1e62-1de0-4d79-a6f3-7f7f1c35da66.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L2501DT,2022.0,,,"Clanton, AL, USA",,KBUL6DDRVN8CD2173,RitchieBros,2026-01-20 22:53:28.229233,A2E44719-5F33-36B7-8454-46B4782A7AE0,2022 Kubota L2501DT 4WD Utility Tractor (Inoperable),Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/21085/796/51e10bd5-22b0-4b93-af91-aef4ed4359db.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TB100,,,,"Saraland, AL, USA",,B60912M,RitchieBros,2026-01-20 22:53:28.229233,06917FF3-F875-3587-B508-EED913E4F05C,New Holland TB100 2WD Tractor,2WD Tractor,28-Jan-26 GovPlanet Auction,2026-01-28 15:00:00,Online Auction,https://cdn.ironpla.net/i/21047/52/e7525be2-30d6-456f-b4cf-79dd9afafe8b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8345R,2018.0,,,"Maltby, L3, GBR",,1RW8345RKJD131163,RitchieBros,2026-01-20 22:53:28.229233,91EEA047-D73E-3582-A3AA-E4B79D45C45A,2018 John Deere 8345R 4WD Tractor,4WD Tractor,IronPlanet UK,2015-11-13 11:00:00,Make Offer,https://cdn.ironpla.net/i/19790/750/f8726e34-5af7-4edf-be2e-2faa4c1c15e5.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Magnum 220,2014.0,,,"Rhinelander, WI, USA",,ZERH07836,RitchieBros,2026-01-20 22:53:28.229233,8B238BB5-8FE0-3230-9B07-3D090C0C94F2,2014 Case IH Magnum 220 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20729/643/3ada8f17-5942-4480-834f-c1ad50ff1a4e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,John,2004.0,,,"Muskogee, OK, USA",,LV0790G791426,RitchieBros,2026-01-20 22:53:28.229233,93DA01FE-F892-3124-B673-258090CD9B3C,2004 John Deere 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/18782/492/2f4fad3b-2f6e-4156-ad45-119d70eaff14.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
2018,XU6168,2018.0,,,"Port Lambton, ON, CAN",,2273001853,RitchieBros,2026-01-20 22:53:28.229233,0A5AED3B-4A02-3BBD-A22E-9319C63F1F8E,2018 LS XU6168 4WD Tractor,4WD Tractor,Canada,2012-12-14 05:00:00,Make Offer,https://cdn.ironpla.net/i/20988/638/247130cd-4e86-4bc8-838a-d9c6cb2c5ef5.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7600,1994.0,,,"Milliken, CO, USA",,RW7600P005205,RitchieBros,2026-01-20 22:53:28.229233,8ECD9604-C7EA-3ADA-B0B1-6FC7014193A2,1994 John Deere 7600 2WD Tractor,2WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20771/126/9d0cde0a-4866-4260-aed1-15c2a5bfec33.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TV140,1999.0,,,"Breslau, ON, CAN",,D204277,RitchieBros,2026-01-20 22:53:28.229233,61BBC0C3-32BE-3CF2-BBE5-6FA17769EA84,1999 New Holland TV140 4WD Tractor,4WD Tractor,Canada,2012-12-14 05:00:00,Make Offer,https://cdn.ironpla.net/i/20980/525/9ef19fe8-c399-45fb-8a99-14124857dca8.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5045E,2018.0,,,"Abilene, TX, USA",,1PY5045EPJJ104586,RitchieBros,2026-01-20 22:53:28.229233,37390354-1EFC-346B-8FAC-46A36BCF560B,2018 John Deere 5045E 4WD Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20798/777/8b3bedc9-d24e-471e-a60d-78b98d87fdd6.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,140A,2023.0,,,"Greenville, SC, USA",,HCDZ140CJOCT02561,RitchieBros,2026-01-20 22:53:28.229233,22A88F62-B4D0-38AB-9284-DD49EE24E4C8,2023 Case 140A 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/19691/848/0af2be2e-a7b3-47c8-9367-605c4f1bd715.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5115M,2021.0,,,"Charlotte, NC, USA",,1LV5115MHMM103309,RitchieBros,2026-01-20 22:53:28.229233,2D4742A9-B682-33CB-BA9F-DE5A914A5A98,2021 John Deere 5115M 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/20829/574/dfe6c923-a449-4835-b1fe-b3e72a82f5fe.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2022.0,,,"Houston, TX, USA",,19HRS09565,RitchieBros,2026-01-20 22:53:28.229233,B57CD7E4-03F6-35A6-A532-523D103447E0,2022 Mahindra EMAX20S 4WD Tractor (Unused),4WD Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/523/13a2a674-b6f8-4153-80f5-076bc2363000.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2022.0,,,"Houston, TX, USA",,19HRS10193,RitchieBros,2026-01-20 22:53:28.229233,CC043C00-B183-3139-845A-71340696E59F,2022 Mahindra EMAX20S 4WD Tractor (Unused),4WD Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/518/bcee6095-4d8e-4fd5-9764-ffdbb9c51edf.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2023.0,,,"Houston, TX, USA",,19HRT11016,RitchieBros,2026-01-20 22:53:28.229233,9ABF543A-24BC-3379-B23A-072544DABB66,2023 Mahindra EMAX20S 4WD Utility Tractor (Unused),Utility Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/512/15995563-ff49-4a96-95bb-229a1ffae0fe.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2023.0,,,"Houston, TX, USA",,19HRS10493,RitchieBros,2026-01-20 22:53:28.229233,0F079C2D-0068-3EF0-8230-FEC7C531FCDA,2023 Mahindra EMAX20S 4WD Tractor,4WD Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/515/7584fa0c-6ae5-4524-833b-3d4a04e29113.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2023.0,,,"Houston, TX, USA",,19HRT11856,RitchieBros,2026-01-20 22:53:28.229233,843A4CD8-BFF0-329C-B4AB-F5FA8FCF7B7F,2023 Mahindra EMAX20S Utility Tractor (Unused),Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/500/6f9d4491-b7da-4fec-b528-32119e0a44b3.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,TR MAX 26XLT,2024.0,,,"Houston, TX, USA",,M26H191130981,RitchieBros,2026-01-20 22:53:28.229233,92181581-03B3-3768-9D56-54B6D299A9F4,2024 Mahindra TR MAX 26XLT 4WD Tractor,4WD Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/486/a5711126-e707-4b7c-9306-147937cfd008.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,TR EMAX20S,2022.0,,,"Houston, TX, USA",,19HRS09779,RitchieBros,2026-01-20 22:53:28.229233,658D0CE9-0A9D-31C0-82C2-2C8A0B6FE332,2022 Mahindra TR EMAX20S 4WD Tractor,4WD Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/522/6b2a4ee1-b70e-484c-81ad-4d1c532b072b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,MAX26XLH,2023.0,,,"Houston, TX, USA",,M26H221033489,RitchieBros,2026-01-20 22:53:28.229233,4CFEA11B-E4FD-3037-A380-6DF4FC03E467,2023 Mahindra MAX26XLH 4WD Utility Tractor (Unused),Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/485/53abace6-1f4b-40e9-8aa5-cef6c26d1fd6.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2023.0,,,"Houston, TX, USA",,19HRS08644,RitchieBros,2026-01-20 22:53:28.229233,F16234FC-BC2B-3B0D-9E5C-9BAC296EED46,2023 Mahindra EMAX20S 4WD Tractor,4WD Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/524/0ae12070-bf05-44a8-81f2-d6960960b2d5.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2023.0,,,"Houston, TX, USA",,19HRT11852,RitchieBros,2026-01-20 22:53:28.229233,0B51D123-1FE5-365F-A578-4DF98998FD0D,2023 Mahindra EMAX20S Utility Tractor (Unused),Utility Tractor,22-Jan-26 FE Ring 2,2026-01-22 15:00:00,Online Auction,https://cdn.ironpla.net/i/20810/501/8f6d1330-1078-4817-8112-046bfc75b830.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Fendt,936 Vario,2011.0,,,"La Presentation, QC, CAN",,945241104,RitchieBros,2026-01-20 22:53:28.229233,CC841886-BD10-3AF5-B36E-8DE537D9D50B,2011 Fendt 936 Vario 4WD Tractor,4WD Tractor,Canada,2012-12-14 05:00:00,Make Offer,https://cdn.ironpla.net/i/20512/276/3d6f5139-0540-4934-aeff-2da5e3346b98.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7430,2009.0,,,"Red Willow, AB, CAN",,RW7430H010630,RitchieBros,2026-01-20 22:53:28.229233,AA22F055-2304-385B-980D-53A324855DD7,2009 John Deere 7430 4WD Tractor,4WD Tractor,Canada,2012-12-14 05:00:00,Make Offer,https://cdn.ironpla.net/i/19661/174/f537d4c9-d59d-4d45-aaee-d4304aa9065d.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8770,1996.0,,,"Slave Lake, AB, CAN",,RW8770H004048,RitchieBros,2026-01-20 22:53:28.229233,8FA2D5D0-D796-3705-8841-0E5AB64AA57A,1996 John Deere 8770 Articulated Tractor,Articulated Tractor,Canada,2012-12-14 05:00:00,Make Offer,https://cdn.ironpla.net/i/20807/428/ab564a63-ae2a-4429-995d-258f52726bf2.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,215,2012.0,,,"El Centro, CA, USA",,ZBB520269,RitchieBros,2026-01-20 22:53:28.229233,65031FB1-7AD6-3508-8D1D-599D13CB7A16,2012 Case Puma 215 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Online Auction,https://cdn.ironpla.net/i/21049/345/a9e30ea3-3680-40a1-9593-dbe74ff0ed67.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Challenger,Challenger,2009.0,,,"Calexico, CA, USA",,T344065,RitchieBros,2026-01-20 22:53:28.229233,75522E1E-2801-3CDF-9B1F-B47F3B623F10,2009 Challenger MT425B 2WD Tractor,2WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,https://cdn.ironpla.net/i/19525/469/a00e8955-f064-4e29-84ab-6f700d95217b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M9960F,2016.0,,,"Red Bluff, CA, USA",,11017,RitchieBros,2026-01-20 22:53:28.229233,C5AAD16D-B599-3295-BF19-23A34D567237,2016 Kubota M9960F 2WD Utility Tractor (Inoperable),Utility Tractor,Salvage Sale Insurance Sellers,2031-08-11 01:07:00,Sealed Bid,https://cdn.ironpla.net/i/20955/913/ca561218-9331-4c25-958a-989f0d79f8b0.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
2023,Reform,2023.0,,,"Maltby, L3, GBR",,VAR226017J2GP0116,RitchieBros,2026-01-20 22:53:28.229233,D433966C-BE52-342B-A7FB-4B4B481D67C7,2023 Reform Metrac H70 4WD Utility Tractor,Utility Tractor,IronPlanet UK,2015-11-13 11:00:00,Make Offer,https://cdn.ironpla.net/i/21020/925/c19d8994-8171-46ae-9b54-d7832340136a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9620R,2021.0,,,"Enchant, AB, CAN",,1RW9620RHMP066494,RitchieBros,2026-01-20 22:53:28.229233,15C66F3D-D1B1-34DE-B460-88E2BF41F163,2021 John Deere 9620R Articulated Tractor,Articulated Tractor,"Enchant, AB, CAN - Mar 26, 2026",2026-03-26 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9430,2010.0,,,"Saskatoon, SK, CAN",,1RW9430PCAP017367,RitchieBros,2026-01-20 22:53:28.229233,32A4DDF6-51E6-3DD1-B7F8-8FB74A435279,2010 John Deere 9430 Articulated 4WD Tractor,Articulated Tractor,"Saskatoon, SK, CAN - Apr 06, 2026",2026-04-06 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Fendt,Fendt,2022.0,,,"Tulare, CA, USA",,F1162LNNNG1251,RitchieBros,2026-01-20 22:53:28.229233,A2887359-9CDA-3169-9F2A-DAC0D2944876,2022 Fendt 1162MT Track Tractor,Track Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
