loan_amount,equipment_age,down_payment_percent,ltv,borrower_income,credit_score,trade_in_present,equipment_type,borrower_state,naics_code,risk_flag_count,missing_serial_indicator,equipment_age_variance,approval,risk_score,optimal_down_payment_percent,optimal_term_months
116572.93,4.0,0.12187811145114417,0.8324046317095534,109616.07,793.9158750309545,0.0,Loader,WI,1121,1.0,0.0,0.0,1,35.67228787767803,0.3005335356957881,65
183660.9,8.333333333333334,0.25754060762258113,0.6928028608767108,166909.37,582.693064624039,0.0,Tillage,ND,1119,1.0,0.0,24.222222222222225,1,32.699718448476546,0.44214117072562803,77
247522.29,2.0,0.08738337455661895,1.1134702953684086,95530.19,695.3676293468498,0.0,Harvester,SD,3331,2.0,0.0,0.0,0,50.21921703262182,0.23694494049137532,52
151517.93,3.0,0.08250455867116863,0.7121746116896291,109821.61,808.540817905925,1.0,Tillage,MN,1152,2.0,0.0,4.666666666666667,1,37.36789145385023,0.22776877576346813,78
81490.58,1.5,0.25403172864107926,1.0199239112928153,212225.76,652.2861358409865,0.0,Tillage,ND,3331,1.0,0.0,2.25,1,43.68966093256845,0.41665240677594234,82
183075.96,6.0,0.3033800071213215,1.0666842889615515,174366.24,680.7473658000961,1.0,Tractor,NE,1112,3.0,1.0,0.0,0,56.27213560283175,0.41083573591565803,78
234118.58,4.0,0.14076010331671132,0.785948027414549,132100.65,647.3989268797424,0.0,Sprayer,ND,1111,2.0,0.0,0.0,0,35.408541065845355,0.3199430211850206,71
118627.7,16.0,0.17408267257844837,0.7828836672541948,122721.6,723.2635370402812,0.0,Planter,OH,1121,1.0,0.0,0.0,1,31.46945053090438,0.3611437715166396,68
154733.73,15.0,0.36346327797072053,0.7727734104255869,99933.58,697.2885662205432,0.0,Tillage,IL,1152,1.0,0.0,0.0,1,30.335364480095198,0.5,76
220487.22,5.0,0.291942083846763,0.8701117240834748,183756.07,611.8029992860485,1.0,Sprayer,KS,1151,2.0,0.0,0.0,0,46.11519609600201,0.41971169165475897,73
239618.17,14.0,0.1282377728782495,1.0034615247718126,88466.7,660.3967142253771,0.0,Sprayer,IA,1152,3.0,0.0,0.0,0,61.3110249263808,0.25561572302548785,86
64042.65,8.0,0.19586521597278084,0.7497997612841982,217886.84,670.8332657085207,0.0,Sprayer,OK,4238,0.0,0.0,16.0,1,21.602574227236865,0.4026600675183071,70
67125.3,7.333333333333333,0.2817139323917586,0.8108357356814974,171570.16,700.1231807199362,0.0,Planter,SD,1121,0.0,0.0,10.888888888888888,1,22.952859950226937,0.48580821249130474,83
234350.05,15.333333333333334,0.1463665579751489,0.7434963681994762,155940.55,638.6910281970241,0.0,Combine,IN,1112,3.0,0.0,0.2222222222222222,1,51.99885069205376,0.2923688565910414,56
200056.03,7.333333333333333,0.22644840870322092,0.8281086175370826,234188.08,675.1281681847507,0.0,Combine,ND,1151,0.0,0.0,16.22222222222222,1,13.947622682164297,0.4485531633388923,54
95871.27,7.0,0.24958694230262402,1.024854879430702,175239.62,663.189033685914,0.0,Harvester,SD,1119,1.0,0.0,0.0,1,43.72899768996745,0.4121289469226891,75
79515.61,6.666666666666667,0.10269567985401806,1.0313341660463147,101629.57,731.201774456512,0.0,Planter,IN,4238,2.0,0.0,6.888888888888888,0,49.56264492380685,0.25357039000640436,69
228074.74,8.5,0.09773387250002419,1.0067466654951613,170882.81,715.6480824693729,0.0,Planter,MO,4238,2.0,0.0,0.25,0,52.07319340376824,0.24358748569248773,74
269117.71,6.0,0.27528846488634695,0.9206007711118326,60222.55,625.5415623904563,1.0,Harvester,NE,1121,4.0,1.0,4.666666666666667,0,56.53503121713949,0.38221840245206795,70
157914.88,10.0,0.2228072534193522,1.0579357353132632,80247.21,674.5669754239065,1.0,Tillage,SD,1152,2.0,0.0,0.0,1,57.54267732746449,0.32772189876442326,83
130163.53,10.0,0.43655537197974753,0.8630826220987682,163051.04,645.4011080905276,1.0,Tillage,IL,4238,3.0,1.0,0.0,0,48.85774150816328,0.5,61
86524.39,6.0,0.27954722747444216,0.70332128827998,142138.95,668.749652214334,1.0,Sprayer,WI,1119,1.0,0.0,36.0,1,27.946869645621526,0.44365348818319905,70
227394.89,7.666666666666667,0.22689420264825105,0.7880421241007535,135504.43,574.5053907851183,1.0,Planter,IL,3331,2.0,0.0,49.55555555555554,0,55.13087187008459,0.3366324589080819,78
84390.12,5.333333333333333,0.16827422855799865,0.7369434138934634,215273.24,686.5177426443576,0.0,Planter,MO,1119,0.0,0.0,20.222222222222225,1,20.083462964418946,0.3781073026291608,66
75327.84,12.0,0.14169357456910275,0.6090769703192824,139915.44,686.1344942892107,0.0,Combine,NE,3331,2.0,0.0,4.666666666666667,1,36.99143249638115,0.31771070957634046,59
206084.34,13.666666666666666,0.13816054879896042,0.8980601721706809,134926.98,801.5755210583526,0.0,Loader,MN,4238,2.0,0.0,1.5555555555555556,1,40.37244278050729,0.30741566323794584,84
151094.35,8.0,0.17784002833025692,0.9752532984604546,120850.11,760.1052635907469,0.0,Harvester,IA,1111,1.0,0.0,36.0,1,34.783479039182374,0.35827307025189215,59
204252.11,6.666666666666667,0.06739754681192864,0.9482810499311631,183290.02,691.6635610670775,0.0,Tractor,IL,4238,3.0,1.0,46.22222222222222,0,49.76747772954031,0.21786259135284802,76
293729.48,5.0,0.030591564544732358,0.9823137144234675,213518.55,624.4465278981969,0.0,Harvester,IL,4238,3.0,0.0,0.0,1,57.141656494195736,0.16630825155634088,70
128141.82,3.0,0.2176347616341088,0.6509674855747525,93952.19,700.1769826050918,1.0,Harvester,IL,1119,2.0,1.0,0.0,1,35.64105364149556,0.36635265435111763,76
283753.46,5.666666666666667,0.11759260327976678,1.036748098665995,40000.0,774.8921070808004,0.0,Tractor,NE,4238,4.0,1.0,14.888888888888891,0,71.75154068580215,0.22408952190816245,85
95423.57,7.0,0.17672241877836825,0.7245978523469113,110068.83,711.0866625394423,0.0,Sprayer,MO,1112,0.0,0.0,20.666666666666668,1,18.65385297034346,0.3894147128376813,72
126272.66,3.0,0.0,0.766881231787216,61751.61,686.6423607859001,0.0,Sprayer,OH,1152,1.0,0.0,4.0,1,42.05305396689984,0.1658938920662003,80
139096.75,7.5,0.14850763474772458,0.8829032947496807,95471.9,708.0260558473573,0.0,Loader,IA,1111,1.0,0.0,12.25,1,23.893375469584885,0.3507208838085548,78
56134.34,9.5,0.1735323864615589,0.7732505873962495,89295.71,773.8815510435247,1.0,Combine,WI,1152,1.0,0.0,6.25,1,27.774550860589336,0.3379832847403803,81
97604.83,11.0,0.24700793869246143,1.1142085027573656,149459.66,758.5966281628348,1.0,Planter,OH,1119,3.0,0.0,0.0,1,54.923969237024,0.35716000021841343,70
262896.19,10.0,0.1788717431638911,0.8660933142401768,173386.83,706.5817261683721,0.0,Harvester,NE,1151,0.0,0.0,16.0,1,22.460900925741747,0.38394994131240756,61
217781.4,13.333333333333334,0.11202254752065051,1.200097763209568,118722.71,690.6202733140263,0.0,Sprayer,NE,4238,3.0,0.0,5.5555555555555545,0,59.77647747725125,0.24246959256614803,69
136082.21,6.333333333333333,0.16105164862222318,0.8473797810174565,128336.08,731.1401244504743,0.0,Harvester,IN,1152,0.0,0.0,11.555555555555557,1,19.2923304167822,0.37246698778865883,72
100281.2,9.0,0.3203759696107531,0.8179959081265331,115992.59,699.8217401946517,1.0,Combine,KS,1119,1.0,0.0,2.6666666666666665,1,31.076750850945967,0.47822246790886114,67
235181.79,1.5,0.04223814998040212,1.0413370269117563,40000.0,769.0483351814879,0.0,Tractor,IA,4238,3.0,0.0,0.25,0,63.25886267346886,0.16572042463346442,96
65322.78,6.333333333333333,0.30095233203419736,0.6494762947586079,68294.11,694.0833999080612,1.0,Tractor,OH,4238,2.0,1.0,2.888888888888889,0,39.64564589769197,0.44166104023881336,59
89634.04,2.0,0.29487767819924593,0.9606983318751687,203664.49,707.0291045050042,0.0,Combine,IA,1113,1.0,0.0,0.0,1,40.48063253073324,0.4639164131377794,75
272089.74,6.5,0.16563606210660012,0.9259725600288554,130568.98,712.9295681496111,0.0,Tillage,OK,1112,2.0,1.0,42.25,0,44.135140923410134,0.32736578025977986,71
230572.66,14.5,0.13121263843937625,0.8229346684378299,40096.44,775.3801853664361,1.0,Planter,ND,1119,4.0,0.0,0.25,0,64.98494322403708,0.22124275199130208,74
108485.59,4.5,0.40512004395866236,0.86937240088509,92759.4,647.8445991191282,1.0,Loader,OH,1111,2.0,0.0,12.25,0,41.94273004909088,0.5,82
201094.75,4.0,0.4112419245162904,0.8376728836094016,190387.69,643.088420021425,0.0,Planter,IL,1111,2.0,1.0,0.0,0,46.5847550398002,0.5,80
110169.11,15.0,0.24257754497584247,0.8994421248161771,106980.43,579.5391859710876,0.0,Tractor,NE,3331,2.0,0.0,0.0,0,51.88393417446891,0.3888096766269047,81
171187.45,5.0,0.1418669795603298,1.0371501880166938,40000.0,613.9928032750001,0.0,Combine,OK,1113,4.0,0.0,0.0,0,79.15948250658724,0.2335480145471553,93
106534.12,8.0,0.05938189832610119,0.9559944970259766,159916.15,716.5979623393287,0.0,Tillage,NE,1111,2.0,0.0,0.0,0,50.19054425049556,0.20900080982511007,75
220622.37,10.0,0.42117287671811665,0.9036151880818113,67956.81,650.1870039845005,1.0,Harvester,WI,4238,3.0,1.0,0.0,0,60.686645031150626,0.5,82
230462.2,9.0,0.14859181718705047,0.8471811377377637,104117.86,720.3704216989058,1.0,Loader,MO,3331,2.0,0.0,24.0,1,44.09187809254638,0.2804080610019577,72
79567.25,14.5,0.0909404862189076,1.022003419008983,105601.31,683.6872128048942,1.0,Combine,OK,1111,4.0,0.0,2.25,0,66.69905424068406,0.17754237773753948,78
316360.46,7.0,0.17277904119744458,1.120441180537642,190998.71,665.6605358459299,1.0,Combine,SD,3331,2.0,0.0,0.0,1,59.56012852933974,0.2736587841387651,71
341529.85,7.0,0.3003430518919612,1.1452500506055572,40000.0,672.5408794839275,0.0,Tillage,MO,1112,2.0,0.0,0.0,0,68.66745933224503,0.4130081332274711,78
259544.33,13.0,0.1437968108065549,0.815293655887185,200214.53,713.7468554317657,0.0,Harvester,OH,1112,2.0,0.0,0.0,1,41.08029228370891,0.3116362262391371,70
113819.67,6.666666666666667,0.1543180706158142,0.9779181305780714,198072.28,656.6597178801227,0.0,Harvester,MO,1119,1.0,0.0,0.888888888888889,1,41.32179214512166,0.3216744863255709,75
199563.57,11.0,0.026096897360124133,0.7744838782157847,167144.2,601.8180068224701,0.0,Planter,OH,1121,3.0,0.0,1.0,0,55.924029205440895,0.16424883894924236,78
235285.95,2.5,0.06577458452614479,1.0269267306256944,132194.61,733.1547167360867,0.0,Tractor,KS,1151,2.0,0.0,0.25,1,52.04677222324613,0.21168104007965255,79
63570.64,10.5,0.1616001680505233,0.5676032475954174,144035.79,662.8180486703938,1.0,Harvester,KS,1151,3.0,1.0,2.25,0,43.35792346692301,0.2948843211166773,71
150711.06,13.333333333333334,0.17455594614624367,0.8385754852399052,162457.91,617.0508232572861,0.0,Planter,MO,1119,2.0,0.0,4.222222222222222,0,42.9720178274659,0.3386119104913119,76
76640.66,10.333333333333334,0.05771282355035787,0.7060866330269613,129642.42,778.7392528123947,0.0,Tillage,OK,1113,2.0,0.0,6.222222222222221,1,44.21053466952115,0.21929175421131558,47
306737.63,14.0,0.34590804448689494,0.9848779435577872,179225.42,714.1497673411267,0.0,Combine,OH,1111,2.0,0.0,0.0,1,43.43030433852087,0.5,68
91960.92,10.5,0.2264657626173296,0.9809859034634936,91367.69,706.3803443367632,0.0,Tillage,MN,4238,2.0,0.0,0.25,1,54.45303045914533,0.3675597016990389,74
166797.73,15.0,0.13733078481458316,1.1025059150912082,191837.69,767.1983837845055,0.0,Sprayer,ND,4238,3.0,0.0,0.0,1,59.40408243369621,0.26852261994719073,82
85517.92,13.0,0.2564085331568883,0.9245145214665643,154858.09,813.854909760805,0.0,Tractor,IA,1111,2.0,0.0,0.0,1,40.71181836630689,0.4249848964242745,72
187897.19,12.0,0.055865226143434615,0.6124615043559782,40000.0,749.6385353805695,0.0,Sprayer,WI,1119,4.0,1.0,16.666666666666668,0,63.64610731594172,0.1785730115115512,80
200301.24,7.0,0.13407449558075937,0.7678187469796958,84245.6,651.0072538424787,0.0,Combine,NE,1112,1.0,0.0,0.0,1,32.28050893063623,0.3195134777194869,74
188851.1,14.333333333333334,0.23981211112493317,0.8936884811598474,124008.4,709.86054176204,0.0,Tillage,WI,4238,1.0,0.0,4.222222222222222,1,37.57486601369518,0.4146623790975428,75
330849.97,10.666666666666666,0.10889329144512667,1.0499942151658668,181653.77,707.9816126927952,0.0,Tractor,SD,1152,3.0,0.0,9.555555555555555,0,57.32251839903209,0.2442482546470625,58
207071.87,5.333333333333333,0.37956162679329997,0.9129271756370124,182511.02,733.1783505037492,0.0,Tillage,IN,1112,2.0,1.0,46.88888888888889,1,43.995031739187546,0.5,64
184167.36,8.5,0.15282010424829567,1.018786519016765,132172.74,675.2033233656637,0.0,Harvester,IL,1113,2.0,1.0,12.25,0,48.3349011531091,0.3061503019420775,59
61392.86,14.0,0.3590541218793816,0.9384792493884252,83216.71,685.958673612528,1.0,Tillage,WI,4238,3.0,0.0,0.0,0,46.307942186445096,0.4864382375064914,68
145581.81,7.0,0.34294311077908624,0.6587078376427605,76240.61,785.5648338142902,0.0,Planter,MO,1111,0.0,0.0,1.0,1,11.503550816690959,0.5,79
268709.84,10.0,0.1560330971697935,1.0820676732558225,123442.6,713.4565322326657,1.0,Combine,IL,1112,2.0,0.0,0.0,0,53.753159674695034,0.26852677782040346,69
161317.54,9.0,0.3279365103153815,0.5678939674186608,189295.5,723.0409839586617,0.0,Tillage,MN,1151,0.0,0.0,0.0,1,28.46766586196234,0.5,87
143564.92,12.0,0.09564151217189268,0.886193349277395,159693.39,636.2988135728558,1.0,Tillage,IL,1112,4.0,0.0,16.0,0,51.8631296861131,0.2119152527996665,71
302576.28,7.5,0.09483995408710015,0.9360924560214278,202370.74,673.8951475557528,1.0,Planter,ND,1152,3.0,0.0,12.25,0,54.222492830897664,0.20639496842530483,74
260870.8,10.0,0.0,1.0015260387810816,171756.88,624.9652185286459,0.0,Harvester,MN,1111,3.0,0.0,0.0,0,65.34534023110761,0.11930931953778477,67
71008.71,14.666666666666666,0.12438245460307523,1.0970536517598821,83984.39,571.899103364374,0.0,Sprayer,IL,1151,4.0,0.0,1.5555555555555556,0,72.68487206222913,0.22901271047861696,83
161950.32,4.0,0.1374715898313777,0.904117714334434,90678.18,629.3042257963255,0.0,Tractor,OK,1152,3.0,0.0,0.0,0,56.73975738646044,0.2739920750584568,72
195214.32,4.5,0.24580154926842201,0.7970002760356518,207193.37,595.1059439157538,0.0,Tractor,MO,1121,1.0,0.0,20.25,0,39.23948181351945,0.41732258564138314,66
125723.88,6.5,0.3516485181087132,0.8721616175143193,152435.1,667.4377353195764,1.0,Harvester,OH,1119,1.0,0.0,12.25,1,28.489634106617274,0.5,80
94280.84,6.0,0.0727613094848982,0.890869467116395,115337.75,685.6148739878755,0.0,Planter,IN,1113,1.0,0.0,16.0,1,37.15917373962861,0.24844296200564098,64
190211.85,6.666666666666667,0.2138975784204825,1.0119235403387563,122654.47,676.9507154496429,1.0,Harvester,IL,1111,2.0,0.0,5.5555555555555545,1,53.76740245826838,0.3263627735039457,86
133307.4,14.0,0.29146477473405946,0.6989662175389048,125503.3,658.2557042397276,0.0,Tillage,SD,1151,1.0,0.0,0.0,1,35.07832461966438,0.47130812549473067,70
148282.26,8.0,0.25456136118478095,1.1817870636842254,56102.14,716.9833796350739,1.0,Loader,IA,1112,4.0,1.0,49.0,0,76.6713555806073,0.3212186500235663,79
66152.41,6.666666666666667,0.15397420328366376,0.45,213706.83,671.9421773317923,0.0,Combine,MN,1119,0.0,0.0,16.88888888888889,1,23.972428183918346,0.3560293469158271,58
122396.79,12.0,0.23965554421394025,0.7347856747397934,140175.27,659.1505500035895,0.0,Planter,IA,1119,1.0,0.0,0.0,1,39.314880455322125,0.411025783303296,68
245623.38,8.0,0.23735967831570914,0.7692795683934396,61963.34,695.332171950805,1.0,Combine,SD,1113,2.0,1.0,0.0,0,42.87575697487883,0.37160816436595145,66
141032.0,13.0,0.26131715399906774,0.9783299025815156,124502.92,738.2188617556725,1.0,Harvester,IA,1112,4.0,1.0,0.0,0,62.53858946508464,0.3562399750688985,83
84670.51,9.333333333333334,0.17424066507439157,0.8854235852652941,176917.6,754.4494774393266,0.0,Planter,MO,1112,0.0,0.0,36.22222222222223,1,29.44118097744218,0.36535830311950723,84
113121.95,3.0,0.02090115530895692,0.9904623962838017,158394.97,688.7254605670139,1.0,Combine,OK,1151,4.0,1.0,0.0,0,71.16131834093864,0.09857851862707964,87
216213.42,1.0,0.17589238394650816,0.9740778659555958,123879.76,721.9497951041375,0.0,Planter,OH,1113,1.0,0.0,0.0,1,42.734837275555996,0.3404227093953962,66
181065.96,11.0,0.13045790040187943,0.9073386669920724,194847.49,716.8512551853464,0.0,Planter,IA,1121,3.0,0.0,16.0,0,55.17798623443939,0.27010192793300064,79
280464.61,14.0,0.12903743478644264,1.0414289633018707,88695.52,683.342379653573,0.0,Sprayer,KS,1151,3.0,0.0,0.0,0,59.018520863292494,0.26100039305985767,72
248877.18,1.0,0.13958725193309116,0.9484124011142572,187322.05,721.9046292162699,0.0,Loader,SD,1121,2.0,0.0,0.0,0,38.68471608438257,0.31221781976432605,85
117371.18,12.0,0.16483679618342256,0.7751763520969168,117412.88,716.3852883537381,0.0,Harvester,WI,1121,1.0,0.0,0.0,1,32.063685466852135,0.35070942524971827,79
129983.44,13.666666666666666,0.18525507615962764,1.1053678414657593,170722.64,609.0815780801203,0.0,Harvester,OH,1121,3.0,0.0,16.222222222222225,0,62.80544478058639,0.3096441865984549,78
251831.54,4.5,0.16835509373658453,0.8629982534215279,144931.02,667.4248874928542,0.0,Loader,IL,1111,0.0,0.0,2.25,0,33.38607077168982,0.3515829521932049,71
68958.5,11.0,0.13932120641687212,0.7753031180741983,132923.75,793.3917513719913,0.0,Planter,IN,1111,2.0,0.0,0.0,1,42.44717727258688,0.3044268518716984,65
128524.56,7.5,0.07418407640974638,0.9815287957438428,101579.79,629.965879888893,1.0,Sprayer,MO,1112,4.0,0.0,6.25,0,68.96004345438087,0.15626398950098466,70
189471.06,8.0,0.1516522986792041,0.7994565451228333,119313.67,719.8471990608181,0.0,Combine,NE,1152,0.0,0.0,26.0,1,30.896389156509308,0.3398595203661855,67
131831.28,2.0,0.20109784639982126,0.5477418025671716,93514.56,665.7951044177078,0.0,Tractor,OK,1152,0.0,0.0,0.0,1,19.843040681925675,0.4114117650359699,71
242397.24,9.0,0.21604232412614,1.0960551264866778,99503.69,708.4712691313163,0.0,Loader,IA,3331,1.0,0.0,8.666666666666666,0,43.9672740166749,0.37810777609279017,65
105172.78,13.0,0.1398260151060809,0.9646482341016849,94385.44,612.3124779661586,1.0,Combine,OH,1152,6.0,1.0,8.0,0,72.79977450789704,0.2142264660902868,80
142634.41,16.0,0.20175529578213744,1.1994433614857418,157692.08,610.0046156078367,0.0,Loader,IL,1152,3.0,0.0,0.0,0,80.31061699585558,0.2911340617904263,69
189338.64,9.0,0.1038346546533047,1.0750715405093274,119252.03,614.0131454559007,0.0,Combine,ND,1112,3.0,0.0,0.0,0,61.75351222977162,0.23032763019376146,69
93178.13,10.5,0.0,0.7566962616449002,87745.61,715.0552691072628,1.0,Planter,NE,1113,3.0,0.0,42.25,0,47.19441987492627,0.12561116025014749,72
182229.49,4.0,0.24174027261225375,1.0134459755675629,44648.27,627.9360400032404,0.0,Harvester,ND,1151,3.0,0.0,16.0,0,66.12220222190871,0.35949586816843637,65
143662.34,7.5,0.2766664515924503,0.9443174960879128,80320.23,643.0432427576924,0.0,Sprayer,OH,1119,2.0,0.0,2.25,0,43.33232970456006,0.44000179218333013,62
250933.92,10.0,0.20804209489686257,0.9138533261738266,124304.51,578.9965752810182,0.0,Planter,WI,1112,3.0,1.0,0.0,0,62.99512746376748,0.33205183996932763,72
234049.23,4.0,0.1249293211549117,0.7538573300345905,57829.31,761.8456962585617,0.0,Loader,SD,3331,2.0,0.0,4.0,1,38.71328704470909,0.2975027470654935,75
173993.3,15.0,0.20675942761223212,1.114504456509024,40000.0,689.2727033283293,0.0,Harvester,KS,4238,3.0,0.0,0.0,0,69.25958368614717,0.3182402602399378,59
182952.64,5.0,0.19555341706453314,1.1119199648772855,119935.85,685.1161953758125,0.0,Harvester,WI,1112,1.0,0.0,0.0,1,34.486710952323186,0.37657999515988677,75
59416.93,7.0,0.13972277898525964,0.9078105848429991,118139.21,593.7537044038103,0.0,Sprayer,KS,1119,3.0,0.0,28.666666666666668,0,60.40390949035827,0.26891496000454307,74
147648.26,8.0,0.20289710517829262,0.7610781501210753,40000.0,727.6725006160254,0.0,Planter,KS,1113,1.0,0.0,49.0,1,35.373607056843554,0.3821498910646055,62
217434.71,6.666666666666667,0.0741428021367721,1.100366236986277,40000.0,809.2132962109189,1.0,Loader,WI,1113,5.0,1.0,54.888888888888886,0,77.93231460146541,0.1382781729338413,79
191285.84,4.5,0.042207827533034176,0.8443226647420602,177882.77,808.4809028346315,0.0,Sprayer,KS,1121,1.0,0.0,0.25,1,35.568446364839154,0.22107093480335588,69
65220.92,6.0,0.15167091397303933,0.941098909357147,42146.01,604.9810222200354,0.0,Tillage,WI,1111,3.0,0.0,0.0,0,65.68380531456619,0.27030330334390695,62
119066.81,5.0,0.13491128808461728,0.8052356931676566,110678.87,748.6289126933204,0.0,Loader,OH,1152,1.0,0.0,0.0,1,22.727019490825747,0.3394572491029658,71
359133.13,10.0,0.16503956120856983,1.2244814872123162,182420.19,692.1474797060508,0.0,Combine,WI,1111,1.0,0.0,26.0,1,43.371155326967894,0.32829725055463405,77
196129.99,8.333333333333334,0.2554828216699315,0.9564121841976414,46843.81,765.3294227969033,0.0,Harvester,MN,1111,2.0,0.0,37.55555555555555,0,48.83910595765418,0.4078046097546232,76
151611.38,10.0,0.24465630024877996,0.6263135102394625,126629.68,599.4819259352165,0.0,Loader,OK,1112,1.0,0.0,18.666666666666668,1,31.9244271405434,0.43080744596769316,65
121066.26,15.0,0.14151058141440312,0.9947447624772019,177686.26,558.3156832304741,1.0,Tillage,OK,1152,6.0,1.0,0.0,0,85.10045465428576,0.19130967210583164,75
90314.48,8.0,0.26616736560769566,0.9248081038713984,134592.93,759.2513167134105,1.0,Loader,IN,4238,2.0,0.0,34.666666666666664,1,39.004273405695265,0.4081588187963051,69
189289.81,1.0,0.23739015254442167,0.7334282404468092,147057.49,711.3194174333112,0.0,Tillage,OH,1113,0.0,0.0,0.0,1,26.96109931465626,0.43346795391510917,77
134050.94,2.0,0.07879383106041848,0.8636815283673084,112377.72,649.017805052312,1.0,Combine,MN,1121,4.0,1.0,0.0,0,49.312223185863715,0.20016938468869103,83
186146.61,11.5,0.17961985046733975,0.8814389253187864,173344.23,636.1857515977212,0.0,Tractor,WI,1113,2.0,0.0,0.25,0,46.61222165040244,0.3363954071665349,79
202287.0,7.666666666666667,0.1187462765082314,0.9058066306143107,40000.0,595.3250599508773,0.0,Tillage,OK,1119,5.0,1.0,34.888888888888886,0,80.83694175674268,0.20707239299474606,69
173618.52,9.0,0.12471451681345841,0.6946715329207398,147641.78,587.9188620562265,0.0,Sprayer,OH,3331,2.0,0.0,25.0,0,43.91008984278824,0.2868943371278819,69
148030.68,12.0,0.2748296396048756,0.6733885789329306,95579.72,625.0034682787458,1.0,Sprayer,MN,4238,4.0,1.0,0.0,0,51.34380514172743,0.3921420293214207,74
138536.81,5.5,0.24044119974629244,0.5439291674389064,145673.16,798.3074199252189,0.0,Combine,NE,1119,0.0,0.0,6.25,1,19.988457430396654,0.45046428488549917,60
256086.62,9.0,0.24584161236813057,1.2740534940050956,40000.0,830.0,1.0,Tillage,MN,1151,4.0,1.0,24.666666666666668,0,83.09009033063587,0.29966143170685877,80
83579.67,7.5,0.08237093669729964,0.6575787554533072,125239.96,627.8814599619961,0.0,Tractor,OK,1121,3.0,1.0,0.25,0,52.58322549136013,0.2272044857145794,75
311115.02,11.0,0.3065921530311837,1.0244000305879253,175344.68,681.5699415245772,0.0,Combine,OK,1113,3.0,1.0,16.0,0,60.582661628379284,0.43542682977442515,64
214009.98,10.0,0.14347570310585372,0.7953935952892621,121261.54,621.208222843747,0.0,Planter,IN,1119,2.0,0.0,0.0,1,45.806001345462654,0.3018637004149284,70
358322.68,6.5,0.17513923148448265,1.1935102891660274,47561.81,745.4106703516204,1.0,Planter,OH,1152,4.0,1.0,20.25,0,72.98428371726533,0.249170664049952,67
122827.19,7.0,0.22469188102648857,0.9171021473410769,162116.85,721.9468284447132,0.0,Loader,IL,1111,2.0,1.0,0.0,0,35.143315323099756,0.40440525038028907,61
140485.02,9.0,0.25742139303759615,0.6909313225482228,71674.54,761.7104725620987,1.0,Sprayer,MO,1121,1.0,0.0,32.666666666666664,1,34.418027198005156,0.40858533864158586,65
102517.0,5.666666666666667,0.17045707482313174,0.6948692366305714,132421.9,662.7888363210858,0.0,Sprayer,SD,1121,1.0,1.0,44.22222222222222,1,31.458516074549145,0.3575400426740335,72
249579.16,8.5,0.15023297959364176,0.9544925294462029,40000.0,642.3866000515029,1.0,Tillage,ND,1113,4.0,0.0,42.25,0,68.87775060087063,0.2324774783919005,76
80561.98,4.0,0.247899411522014,0.7189491365879512,97480.53,689.7182973303961,1.0,Harvester,NE,3331,2.0,1.0,0.0,0,38.024534241234086,0.3918503430395458,58
200543.72,8.0,0.14941438659789102,1.086589427218932,118959.33,656.4431227445564,0.0,Combine,IL,1151,2.0,0.0,0.0,0,46.3617125195653,0.3066909615587604,79
106027.34,12.0,0.1145029501438734,0.9476925273377388,82367.37,659.2164850867603,0.0,Tractor,WI,1113,3.0,0.0,0.0,0,58.75391833248671,0.24699511347889996,62
135122.42,14.0,0.14901007035973146,0.816142538976013,40000.0,681.1658372933576,1.0,Tillage,WI,1113,4.0,0.0,9.0,0,61.1465115674439,0.24671704722484364,81
274767.24,17.0,0.15871022099595916,0.9667015112096297,171195.39,701.2662914010114,0.0,Combine,MN,1152,3.0,1.0,0.0,0,48.29176318987398,0.3121266946162112,63
68381.78,8.0,0.229297381991784,0.5479617000370792,65704.72,686.4081297308985,0.0,Sprayer,MO,1152,1.0,1.0,0.0,1,39.33300054797212,0.4006313808958398,65
109036.11,10.5,0.1967859588831456,1.0953411073666444,109270.55,750.283532818145,1.0,Sprayer,IL,1121,3.0,0.0,0.25,0,54.34957686476191,0.30808680515362175,85
75220.46,16.0,0.2927332691292896,0.9603990727502026,180540.44,666.5367259317495,0.0,Planter,IA,1121,3.0,1.0,1.0,1,49.869549686485236,0.4429941697563191,71
166901.33,10.0,0.14975581084030481,1.023240041753962,115422.94,683.6475616385586,0.0,Tillage,MN,1111,2.0,0.0,0.0,1,50.037014992176964,0.2996817808559509,85
114579.23,9.333333333333334,0.17763823117724295,0.7643631976524815,97314.64,720.1448237245178,0.0,Tillage,IN,1112,0.0,0.0,6.222222222222221,1,20.204658511028875,0.38722891415518523,57
272714.62,13.0,0.09006123840269699,0.9617956608785854,93480.71,704.5044462396086,0.0,Tractor,SD,1121,3.0,0.0,0.0,0,52.592787170204026,0.23487566406228894,85
240713.6,7.0,0.24797335034367843,0.8247916568001896,79828.18,707.5162936738119,1.0,Tillage,SD,1152,1.0,0.0,25.0,1,19.443541028735538,0.42908626828620733,81
160145.02,14.0,0.32664420214889056,0.597668589153233,40000.0,632.9272321781116,0.0,Combine,WI,1151,3.0,0.0,4.666666666666667,0,53.91701395509523,0.4688101742387001,68
146251.69,10.0,0.17365139842387864,0.8976671538200587,173652.67,812.5652725388233,1.0,Loader,IL,1121,1.0,0.0,0.0,1,30.641372356017648,0.3323686537118433,80
